,age,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,NumberOfTime30-59DaysPastDueNotWorse,prob_class_1,NumberOfTimes90DaysLate
9662,57,0,0.0,0,0.02702702702702703,0
9663,82,0,1.0,1,0.02702702702702703,0
9664,37,0,0.0,0,0.02702702702702703,0
9665,56,0,2.0,0,0.1,0
9666,61,0,0.0,0,0.02702702702702703,0
9667,35,0,0.0,0,0.1,0
9668,85,0,0.0,0,0.02702702702702703,0
9670,46,0,0.0,0,0.02702702702702703,0
9671,44,0,1.0,0,0.65,0
9672,85,0,0.0,0,0.1,0
9673,42,0,0.0,0,0.02702702702702703,0
9675,42,0,1.0,0,0.02702702702702703,0
9677,57,0,1.0,0,0.1,0
9678,38,0,0.0,0,0.1,0
9679,57,0,0.0,0,0.02702702702702703,0
9680,78,0,0.0,0,0.1,0
9681,45,0,0.0,0,0.02702702702702703,0
9682,34,0,0.0,0,0.02702702702702703,0
9685,28,98,0.0,98,0.1,98
9686,91,0,0.0,0,0.1,0
9687,53,0,0.0,1,0.02702702702702703,0
9688,62,0,1.0,0,0.02702702702702703,0
9689,30,1,0.0,0,0.02702702702702703,1
9692,61,0,0.0,0,0.02702702702702703,0
9694,73,0,0.0,0,0.02702702702702703,0
9696,51,0,0.0,0,0.1,0
9698,38,0,2.0,0,0.02702702702702703,0
9700,50,0,2.0,0,0.02702702702702703,0
9701,63,0,0.0,0,0.1,0
9702,39,0,1.0,0,0.1,0
9703,41,0,4.0,0,0.1,0
9705,50,0,0.0,0,0.02702702702702703,0
9707,38,0,3.0,0,0.02702702702702703,0
9708,46,0,2.0,0,0.65,0
9709,53,0,1.0,0,0.1,1
9710,66,0,1.0,0,0.02702702702702703,0
9711,36,0,1.0,0,0.02702702702702703,0
9712,52,0,1.0,1,0.1,0
9713,58,0,0.0,0,0.1,0
9714,28,0,0.0,0,0.2857142857142857,0
9715,70,0,0.0,0,0.02702702702702703,0
9716,39,0,0.0,0,0.1,0
9717,39,0,3.0,0,0.02702702702702703,0
9718,53,0,0.0,3,0.1,0
9721,33,0,1.0,0,0.02702702702702703,3
9722,50,0,0.0,0,0.1,0
9723,52,0,2.0,1,0.1,0
9724,34,0,1.0,0,0.3333333333333333,0
9725,52,0,1.0,0,0.02702702702702703,0
9726,48,0,2.0,1,0.1,0
9727,58,0,2.0,0,0.1,0
9728,44,0,0.0,0,0.02702702702702703,0
9729,48,0,2.0,0,0.1,0
9730,73,0,0.0,0,0.02702702702702703,0
9731,72,0,0.0,0,0.1,0
9732,54,0,0.0,1,0.02702702702702703,0
9733,45,0,0.0,0,0.1,0
9734,31,3,2.0,4,0.02702702702702703,1
9735,62,1,0.0,1,0.02702702702702703,0
9737,46,0,1.0,0,0.1,0
9738,48,0,3.0,0,0.65,0
9739,45,0,1.0,0,0.02702702702702703,0
9740,61,0,0.0,0,0.02702702702702703,0
9742,23,0,0.0,0,0.02702702702702703,0
9743,51,0,0.0,0,0.1,0
9744,82,0,0.0,0,0.2857142857142857,0
9746,71,0,0.0,0,0.02702702702702703,0
9747,41,1,2.0,1,0.1,0
9748,76,0,0.0,0,0.1,0
9751,41,0,3.0,0,0.43333333333333335,0
9752,63,0,0.0,0,0.02702702702702703,0
9753,52,1,0.0,1,0.02702702702702703,0
9754,45,0,0.0,0,0.02702702702702703,0
9757,52,0,0.0,2,0.02702702702702703,0
9758,65,0,0.0,0,0.1,0
9760,49,0,2.0,0,0.1,0
9761,62,0,0.0,0,0.02702702702702703,0
9762,38,0,0.0,0,0.1,0
9763,62,0,2.0,0,0.1,0
9764,73,0,0.0,0,0.02702702702702703,0
9765,71,0,0.0,0,0.1,0
9767,43,0,2.0,0,0.1,0
9768,61,0,1.0,0,0.02702702702702703,2
9769,43,0,1.0,0,0.1,0
9770,31,0,0.0,1,0.02702702702702703,2
9772,38,0,1.0,0,0.02702702702702703,0
9775,40,0,0.0,0,0.02702702702702703,0
9777,51,0,0.0,0,0.1,1
9778,36,0,0.0,0,0.02702702702702703,0
9780,63,0,1.0,0,0.1,0
9782,28,0,0.0,1,0.02702702702702703,0
9785,29,0,0.0,0,0.45121951219512196,0
9786,51,0,2.0,0,0.02702702702702703,0
9787,39,0,0.0,0,0.02702702702702703,0
9788,65,0,0.0,0,0.02702702702702703,0
9790,45,0,0.0,0,0.1,0
9791,37,0,0.0,0,0.02702702702702703,0
9792,52,0,3.0,0,0.02702702702702703,0
9795,58,0,2.0,0,0.1,0
9797,73,0,0.0,0,0.1,0
9798,48,0,1.0,0,0.1,0
9800,24,0,0.0,0,0.1,0
9801,22,0,0.0,0,0.3333333333333333,0
9803,44,0,0.0,0,0.02702702702702703,0
9804,50,0,3.0,0,0.1,0
9808,67,0,0.0,1,0.1,0
9809,51,0,3.0,0,0.5555555555555556,0
9810,70,0,0.0,0,0.1,0
9811,40,0,3.0,0,0.1,0
9813,32,1,0.0,0,0.1,1
9814,43,0,1.0,0,0.02702702702702703,0
9815,44,0,2.0,0,0.1,0
9816,57,0,0.0,0,0.1,0
9817,72,0,2.0,1,0.02702702702702703,0
9818,45,0,2.0,1,0.1,0
9819,72,0,0.0,0,0.1,0
9820,34,1,0.0,0,0.1,0
9822,41,0,0.0,2,0.02702702702702703,0
9823,50,0,3.0,0,0.02702702702702703,0
9824,46,0,0.0,0,0.1,0
9825,52,0,0.0,0,0.02702702702702703,0
9826,48,0,1.0,0,0.02702702702702703,0
9827,31,0,2.0,0,0.1,0
9829,61,0,0.0,0,0.2857142857142857,0
9830,33,3,2.0,0,0.02702702702702703,4
9831,48,0,1.0,0,0.02702702702702703,0
9832,44,0,0.0,0,0.02702702702702703,0
9834,75,0,0.0,0,0.1,0
9838,45,0,3.0,0,0.02702702702702703,0
9840,63,0,0.0,0,0.02702702702702703,0
9841,36,0,0.0,0,0.02702702702702703,0
9842,35,0,2.0,0,0.02702702702702703,0
9843,69,0,0.0,0,0.02702702702702703,0
9844,36,0,0.0,0,0.1,0
9845,45,0,0.0,0,0.02702702702702703,0
9847,59,0,3.0,0,0.1,0
9848,52,0,2.0,0,0.1,0
9849,50,0,2.0,0,0.1,0
9850,60,1,0.0,2,0.02702702702702703,0
9851,53,0,1.0,2,0.02702702702702703,0
9852,61,0,0.0,0,0.43333333333333335,0
9853,39,0,3.0,0,0.02702702702702703,0
9854,58,0,0.0,0,0.65,0
9855,53,0,2.0,1,0.02702702702702703,0
9856,50,0,1.0,0,0.02702702702702703,0
9857,47,0,3.0,0,0.02702702702702703,0
9858,53,0,1.0,2,0.1,0
9859,47,0,0.0,0,0.1,0
9860,67,0,0.0,0,0.02702702702702703,0
9861,43,0,4.0,0,0.02702702702702703,0
9862,35,0,0.0,0,0.1,0
9864,49,0,0.0,0,0.02702702702702703,0
9865,46,0,1.0,0,0.02702702702702703,0
9866,37,0,1.0,0,0.02702702702702703,0
9867,41,0,0.0,0,0.02702702702702703,0
9868,90,0,0.0,0,0.02702702702702703,0
9870,98,0,0.0,0,0.02702702702702703,0
9871,73,0,0.0,0,0.1,0
9872,73,0,0.0,0,0.1,0
9874,65,0,0.0,0,0.02702702702702703,0
9876,35,1,0.0,1,0.02702702702702703,0
9877,38,0,2.0,0,0.02702702702702703,0
9878,77,0,0.0,0,0.1,0
9879,63,0,0.0,2,0.1,2
9880,63,0,1.0,1,0.1,0
9881,49,0,0.0,0,0.02702702702702703,0
9883,44,0,0.0,0,0.02702702702702703,0
9884,41,0,0.0,0,0.1,0
9885,51,0,0.0,0,0.02702702702702703,0
9886,34,0,0.0,0,0.5555555555555556,0
9887,47,0,5.0,1,0.1,0
9888,86,0,0.0,0,0.02702702702702703,0
9889,40,0,3.0,0,0.2857142857142857,0
9890,43,0,3.0,0,0.65,0
9891,25,0,0.0,0,0.02702702702702703,0
9892,34,3,4.0,0,0.1,0
9894,61,0,0.0,0,0.02702702702702703,0
9895,56,0,0.0,0,0.02702702702702703,0
9896,47,0,1.0,0,0.1,0
9897,26,0,0.0,0,0.02702702702702703,0
9898,50,0,0.0,0,0.02702702702702703,0
9899,42,0,0.0,0,0.02702702702702703,1
9901,68,0,0.0,0,0.02702702702702703,0
9902,65,0,0.0,0,0.1,0
9905,43,0,0.0,0,0.1,0
9906,43,0,0.0,0,0.02702702702702703,0
9907,35,0,0.0,0,0.1,0
9908,57,0,0.0,0,0.02702702702702703,0
9909,64,0,0.0,1,0.1,0
9910,43,0,1.0,0,0.1,0
9912,25,0,0.0,0,0.02702702702702703,0
9913,58,0,1.0,0,0.02702702702702703,0
9914,32,0,1.0,1,0.1,0
9915,56,1,0.0,1,0.1,0
9916,32,1,1.0,1,0.02702702702702703,0
9917,31,0,0.0,0,0.5555555555555556,0
9918,29,0,0.0,0,0.02702702702702703,0
9919,58,0,0.0,0,0.02702702702702703,0
9920,41,0,2.0,0,0.02702702702702703,0
9921,39,1,0.0,0,0.02702702702702703,0
9922,64,0,0.0,0,0.43333333333333335,0
9923,45,0,1.0,2,0.02702702702702703,1
9924,70,0,0.0,0,0.2857142857142857,0
9926,49,0,0.0,1,0.02702702702702703,0
9927,47,0,3.0,0,0.02702702702702703,0
9928,47,0,2.0,0,0.1,0
9929,61,0,0.0,0,0.1,0
9930,41,0,2.0,0,0.1,0
9931,28,0,0.0,0,0.1,0
9932,24,1,1.0,1,0.65,3
9935,61,0,0.0,0,0.1,0
9936,79,0,1.0,0,0.3333333333333333,0
9937,42,0,0.0,0,0.02702702702702703,0
9938,55,0,1.0,0,0.02702702702702703,0
9939,75,0,0.0,0,0.1,0
9940,64,0,0.0,0,0.1,0
9941,35,0,1.0,0,0.02702702702702703,0
9942,31,0,0.0,0,0.1,0
9944,48,0,0.0,0,0.02702702702702703,0
9945,73,0,0.0,0,0.1,0
9946,33,0,1.0,0,0.1,0
9947,45,0,0.0,0,0.65,0
9948,45,0,2.0,1,0.65,0
9949,51,0,3.0,0,0.02702702702702703,1
9950,35,0,2.0,0,0.02702702702702703,0
9952,50,0,1.0,1,0.02702702702702703,0
9953,37,0,2.0,0,0.02702702702702703,0
9954,78,0,0.0,0,0.1,0
9955,34,0,2.0,0,0.02702702702702703,0
9956,59,0,1.0,0,0.3333333333333333,0
9957,48,0,5.0,0,0.5555555555555556,0
9958,49,0,0.0,0,0.02702702702702703,0
9959,39,1,0.0,1,0.1,0
9960,67,0,1.0,0,0.1,0
9961,47,0,1.0,0,0.02702702702702703,0
9962,61,0,0.0,0,0.02702702702702703,0
9963,39,0,2.0,0,0.1,0
9965,43,0,2.0,1,0.02702702702702703,0
9966,54,0,3.0,0,0.1,0
9967,54,0,1.0,1,0.02702702702702703,0
9969,50,0,1.0,0,0.02702702702702703,0
9970,66,0,0.0,1,0.1,0
9971,55,0,1.0,0,0.02702702702702703,0
9972,57,0,0.0,0,0.1,0
9974,73,0,0.0,0,0.02702702702702703,0
9977,44,0,0.0,0,0.1,0
9978,59,0,0.0,4,0.1,0
9981,37,0,2.0,0,0.02702702702702703,0
9983,54,2,0.0,1,0.02702702702702703,0
9984,58,0,0.0,0,0.02702702702702703,0
9985,50,0,0.0,0,0.1,0
9987,55,0,0.0,0,0.02702702702702703,0
9988,78,0,0.0,0,0.1,0
9989,40,0,2.0,0,0.02702702702702703,0
9991,39,0,1.0,1,0.02702702702702703,0
9992,50,0,0.0,0,0.02702702702702703,0
9993,66,0,0.0,0,0.02702702702702703,0
9994,46,0,3.0,1,0.02702702702702703,0
9998,77,0,0.0,1,0.3333333333333333,0
9999,55,0,1.0,0,0.02702702702702703,0
10001,38,0,3.0,0,0.02702702702702703,0
10002,57,0,0.0,0,0.1,0
10003,76,0,0.0,0,0.1,0
10004,49,0,3.0,0,0.02702702702702703,0
10006,80,0,0.0,0,0.1,0
10007,59,0,3.0,0,0.02702702702702703,0
10008,28,0,1.0,0,0.1,0
10010,54,0,1.0,0,0.1,0
10011,69,0,0.0,0,0.1,0
10012,47,0,3.0,2,0.02702702702702703,0
10013,41,1,0.0,0,0.1,0
10015,51,0,2.0,1,0.02702702702702703,0
10016,50,0,1.0,0,0.1,0
10017,46,0,2.0,0,0.1,0
10018,34,0,0.0,0,0.02702702702702703,0
10019,64,0,2.0,0,0.1,0
10020,70,0,0.0,0,0.43333333333333335,0
10021,55,0,1.0,1,0.1,1
10023,43,0,0.0,0,0.1,0
10024,56,0,2.0,0,0.1,0
10025,40,0,1.0,0,0.65,0
10027,74,0,1.0,0,0.02702702702702703,0
10028,36,0,1.0,0,0.4166666666666667,0
10029,30,0,2.0,0,0.02702702702702703,0
10030,44,0,3.0,0,0.02702702702702703,0
10031,25,0,0.0,0,0.1,0
10032,36,0,1.0,0,0.02702702702702703,2
10033,47,0,2.0,1,0.1,0
10034,27,0,0.0,0,0.1,0
10035,67,0,0.0,0,0.1,0
10036,57,1,1.0,0,0.1,1
10037,44,0,2.0,0,0.02702702702702703,0
10038,31,0,0.0,0,0.1,0
10039,42,0,0.0,0,0.1,0
10040,60,0,4.0,0,0.4166666666666667,0
10041,60,0,0.0,0,0.02702702702702703,0
10042,37,0,4.0,0,0.02702702702702703,0
10044,61,0,0.0,0,0.1,0
10046,63,0,1.0,0,0.02702702702702703,1
10047,57,0,1.0,2,0.1,0
10048,78,0,0.0,0,0.1,0
10049,72,0,1.0,0,0.02702702702702703,0
10050,55,0,0.0,0,0.02702702702702703,0
10051,45,0,1.0,0,0.45121951219512196,0
10052,35,0,0.0,0,0.65,0
10054,50,0,3.0,0,0.02702702702702703,0
10055,43,0,2.0,0,0.02702702702702703,0
10056,39,0,3.0,0,0.1,0
10057,53,0,2.0,1,0.02702702702702703,0
10060,39,0,0.0,0,0.1,0
10061,44,0,1.0,2,0.02702702702702703,2
10062,35,0,1.0,0,0.02702702702702703,0
10064,67,0,0.0,0,0.1,0
10065,62,0,0.0,0,0.02702702702702703,0
10066,28,0,0.0,1,0.02702702702702703,0
10067,49,0,0.0,0,0.1,0
10068,39,0,0.0,1,0.1,0
10069,59,0,2.0,0,0.1,0
10071,38,0,0.0,0,0.1,0
10073,56,0,0.0,0,0.1,0
10076,56,0,0.0,0,0.02702702702702703,0
10077,58,0,0.0,0,0.1,0
10078,43,0,0.0,0,0.1,0
10079,49,0,0.0,0,0.02702702702702703,0
10082,47,0,0.0,0,0.1,0
10083,64,0,0.0,0,0.02702702702702703,0
10085,61,0,0.0,0,0.1,0
10086,51,0,4.0,1,0.02702702702702703,0
10087,45,0,1.0,0,0.02702702702702703,0
10088,66,0,0.0,0,0.1,0
10089,57,0,0.0,0,0.02702702702702703,0
10090,56,0,1.0,2,0.02702702702702703,0
10091,49,0,0.0,2,0.02702702702702703,0
10093,29,0,1.0,0,0.1,0
10094,46,0,2.0,0,0.02702702702702703,0
10095,33,0,1.0,0,0.1,0
10096,38,0,0.0,1,0.1,0
10097,56,0,0.0,0,0.02702702702702703,0
10098,62,0,0.0,0,0.02702702702702703,0
10099,48,0,1.0,0,0.1,0
10100,46,0,0.0,0,0.1,0
10101,41,0,0.0,1,0.1,1
10102,30,0,0.0,5,0.02702702702702703,0
10104,58,0,0.0,0,0.02702702702702703,0
10105,89,0,0.0,0,0.02702702702702703,0
10106,77,0,0.0,0,0.1,0
10107,82,0,0.0,0,0.02702702702702703,0
10108,88,0,0.0,0,0.1,0
10109,46,0,2.0,0,0.1,0
10110,44,0,3.0,0,0.1,0
10112,50,0,2.0,0,0.1,0
10113,40,0,2.0,0,0.1,0
10114,55,0,0.0,0,0.02702702702702703,0
10116,57,0,2.0,6,0.02702702702702703,0
10117,67,0,0.0,0,0.43333333333333335,0
10118,31,0,0.0,0,0.1,0
10119,55,0,3.0,0,0.02702702702702703,0
10120,42,0,1.0,1,0.02702702702702703,1
10122,29,0,2.0,0,0.02702702702702703,0
10123,67,0,1.0,0,0.02702702702702703,0
10125,78,0,0.0,0,0.1,0
10127,74,0,0.0,0,0.02702702702702703,0
10128,77,0,0.0,0,0.02702702702702703,0
10129,40,0,1.0,0,0.1,0
10130,37,0,0.0,2,0.1,0
10132,82,0,0.0,0,0.02702702702702703,0
10134,62,0,0.0,0,0.1,0
10135,53,0,1.0,0,0.02702702702702703,0
10136,41,0,1.0,0,0.1,0
10137,39,0,0.0,0,0.3333333333333333,0
10139,34,1,3.0,2,0.02702702702702703,1
10140,36,0,1.0,0,0.1,0
10141,33,0,0.0,1,0.02702702702702703,0
10142,36,1,0.0,0,0.1,0
10143,56,0,0.0,1,0.1,0
10144,73,0,0.0,0,0.45121951219512196,0
10145,54,0,2.0,0,0.1,0
10146,45,0,1.0,0,0.1,0
10149,65,0,0.0,0,0.1,0
10150,70,0,1.0,0,0.1,0
10151,27,0,0.0,0,0.1,0
10152,37,0,0.0,0,0.02702702702702703,0
10153,53,1,0.0,10,0.1,3
10155,34,0,0.0,0,0.02702702702702703,0
10156,42,0,0.0,0,0.1,0
10157,80,0,1.0,0,0.1,0
10158,54,0,2.0,0,0.02702702702702703,0
10159,63,0,0.0,0,0.1,0
10160,38,0,2.0,0,0.1,0
10161,52,0,3.0,0,0.1,0
10162,54,0,2.0,0,0.02702702702702703,0
10163,42,0,0.0,0,0.02702702702702703,0
10164,32,0,1.0,1,0.02702702702702703,0
10165,59,3,0.0,0,0.1,0
10166,68,0,1.0,0,0.02702702702702703,0
10167,32,0,2.0,0,0.02702702702702703,0
10168,37,0,2.0,1,0.45121951219512196,0
10171,65,0,0.0,0,0.5555555555555556,0
10173,41,0,0.0,0,0.02702702702702703,0
10174,45,0,1.0,4,0.02702702702702703,0
10175,41,0,2.0,0,0.1,2
10176,87,0,0.0,0,0.02702702702702703,0
10178,36,0,2.0,1,0.1,0
10179,46,0,2.0,0,0.02702702702702703,0
10182,64,0,1.0,0,0.1,0
10183,58,0,0.0,0,0.1,0
10184,56,1,0.0,1,0.1,0
10185,45,0,0.0,0,0.02702702702702703,0
10186,50,0,0.0,0,0.1,0
10188,37,0,4.0,0,0.02702702702702703,0
10189,51,0,2.0,0,0.1,0
10190,43,0,5.0,1,0.02702702702702703,0
10192,31,0,3.0,0,0.02702702702702703,0
10193,60,0,0.0,0,0.02702702702702703,0
10194,83,0,0.0,0,0.1,0
10196,72,0,0.0,0,0.4166666666666667,0
10197,42,0,0.0,0,0.1,0
10198,42,0,0.0,0,0.02702702702702703,0
10199,41,1,2.0,0,0.4166666666666667,0
10200,46,0,1.0,1,0.02702702702702703,0
10201,23,98,0.0,98,0.1,98
10203,56,0,0.0,0,0.1,0
10205,43,0,0.0,0,0.02702702702702703,0
10206,73,0,0.0,0,0.02702702702702703,0
10207,39,1,1.0,8,0.1,0
10208,56,0,1.0,0,0.1,0
10209,67,0,0.0,0,0.02702702702702703,0
10212,42,0,0.0,0,0.02702702702702703,0
10213,25,0,0.0,0,0.02702702702702703,0
10214,35,0,2.0,0,0.02702702702702703,0
10216,68,0,0.0,0,0.02702702702702703,0
10218,56,0,0.0,0,0.1,0
10220,58,0,0.0,0,0.02702702702702703,0
10221,70,0,0.0,0,0.02702702702702703,0
10224,59,0,0.0,0,0.02702702702702703,0
10225,33,0,2.0,0,0.1,1
10226,50,0,0.0,0,0.1,0
10227,43,2,2.0,2,0.02702702702702703,0
10229,45,0,4.0,0,0.02702702702702703,0
10230,53,0,3.0,0,0.02702702702702703,0
10231,72,0,0.0,0,0.1,0
10232,70,0,1.0,0,0.02702702702702703,0
10233,62,0,1.0,0,0.1,0
10234,67,0,1.0,0,0.3333333333333333,0
10235,43,0,3.0,0,0.02702702702702703,0
10237,76,0,0.0,0,0.1,0
10238,63,0,1.0,0,0.02702702702702703,0
10239,34,0,0.0,0,0.1,0
10240,53,0,0.0,0,0.4166666666666667,0
10241,47,0,0.0,0,0.02702702702702703,0
10242,36,0,0.0,0,0.02702702702702703,0
10245,28,98,0.0,98,0.65,98
10246,43,0,2.0,0,0.1,0
10247,38,0,3.0,0,0.02702702702702703,0
10248,76,0,1.0,0,0.02702702702702703,0
10249,74,0,0.0,0,0.02702702702702703,0
10250,67,0,0.0,0,0.02702702702702703,0
10253,48,0,1.0,0,0.1,0
10254,69,0,0.0,1,0.02702702702702703,0
10255,61,0,1.0,0,0.02702702702702703,0
10256,45,0,3.0,1,0.02702702702702703,0
10257,60,0,0.0,0,0.1,0
10259,49,0,0.0,0,0.02702702702702703,0
10260,79,0,1.0,0,0.1,0
10261,48,0,4.0,0,0.02702702702702703,0
10262,39,0,2.0,1,0.02702702702702703,0
10263,44,0,4.0,0,0.1,0
10264,34,1,3.0,0,0.1,2
10265,37,0,0.0,0,0.02702702702702703,0
10266,40,0,0.0,0,0.1,0
10269,63,0,0.0,0,0.02702702702702703,0
10270,59,0,1.0,0,0.02702702702702703,0
10271,53,0,3.0,0,0.02702702702702703,1
10272,40,0,4.0,0,0.02702702702702703,0
10273,44,0,4.0,1,0.02702702702702703,0
10274,33,0,1.0,0,0.02702702702702703,0
10275,44,0,2.0,0,0.02702702702702703,0
10276,25,0,0.0,0,0.02702702702702703,0
10277,45,1,3.0,0,0.02702702702702703,0
10278,27,0,0.0,0,0.02702702702702703,0
10279,49,0,1.0,0,0.1,0
10280,61,0,0.0,0,0.4166666666666667,0
10281,79,0,1.0,0,0.1,0
10282,50,1,2.0,3,0.1,0
10283,52,0,1.0,3,0.3333333333333333,3
10284,41,0,2.0,1,0.1,0
10285,63,0,0.0,0,0.1,0
10286,72,0,1.0,0,0.1,0
10287,42,0,0.0,2,0.1,0
10289,37,0,2.0,0,0.02702702702702703,0
10290,41,0,0.0,0,0.02702702702702703,0
10291,80,0,0.0,0,0.1,0
10293,48,0,2.0,0,0.1,0
10294,50,0,0.0,1,0.02702702702702703,0
10295,35,0,2.0,0,0.02702702702702703,0
10296,47,1,1.0,0,0.02702702702702703,0
10297,73,0,0.0,0,0.02702702702702703,0
10298,45,0,3.0,0,0.1,0
10299,40,1,1.0,2,0.02702702702702703,4
10300,50,0,2.0,0,0.1,0
10301,60,0,0.0,0,0.02702702702702703,0
10302,63,0,0.0,2,0.02702702702702703,0
10304,54,0,2.0,0,0.65,0
10305,54,0,2.0,0,0.02702702702702703,0
10306,65,0,0.0,0,0.02702702702702703,0
10307,53,0,3.0,0,0.02702702702702703,0
10308,65,0,0.0,1,0.1,0
10309,57,0,1.0,0,0.02702702702702703,0
10310,41,0,4.0,0,0.02702702702702703,0
10311,42,0,1.0,0,0.02702702702702703,0
10313,49,0,0.0,1,0.02702702702702703,0
10314,32,0,2.0,0,0.02702702702702703,0
10315,69,0,0.0,0,0.1,0
10316,56,0,2.0,0,0.1,0
10317,44,0,2.0,0,0.02702702702702703,0
10318,59,0,1.0,0,0.1,0
10320,58,0,0.0,0,0.1,0
10321,32,2,1.0,1,0.1,0
10322,28,1,0.0,3,0.02702702702702703,0
10323,37,0,2.0,0,0.02702702702702703,0
10324,39,0,0.0,0,0.02702702702702703,0
10326,33,1,2.0,1,0.1,3
10327,59,0,0.0,0,0.02702702702702703,0
10328,48,0,0.0,0,0.02702702702702703,0
10329,66,0,0.0,0,0.02702702702702703,0
10330,47,0,0.0,0,0.1,0
10331,81,0,0.0,0,0.1,0
10332,54,0,0.0,0,0.02702702702702703,0
10333,34,0,0.0,0,0.1,0
10334,48,0,0.0,0,0.02702702702702703,0
10335,62,0,0.0,0,0.02702702702702703,0
10336,72,0,3.0,0,0.02702702702702703,0
10337,44,0,1.0,1,0.1,1
10338,65,0,0.0,1,0.02702702702702703,0
10340,53,0,0.0,0,0.3333333333333333,0
10341,36,0,1.0,0,0.1,0
10342,58,1,0.0,1,0.02702702702702703,0
10343,61,0,1.0,0,0.02702702702702703,0
10345,91,0,1.0,0,0.65,0
10349,32,0,0.0,0,0.02702702702702703,0
10351,58,0,0.0,1,0.1,1
10354,61,0,1.0,0,0.02702702702702703,0
10355,41,0,1.0,0,0.3333333333333333,0
10356,64,0,0.0,0,0.1,0
10357,52,0,0.0,0,0.1,0
10358,56,0,0.0,0,0.65,0
10359,67,0,1.0,0,0.1,0
10360,53,0,1.0,0,0.02702702702702703,0
10361,44,0,2.0,0,0.02702702702702703,0
10363,43,0,0.0,0,0.1,0
10364,33,0,0.0,0,0.02702702702702703,0
10365,72,0,0.0,0,0.02702702702702703,0
10366,52,2,2.0,5,0.1,2
10367,31,0,1.0,0,0.1,0
10368,43,0,2.0,1,0.1,0
10370,64,0,0.0,0,0.02702702702702703,0
10371,49,0,0.0,0,0.02702702702702703,0
10372,59,0,0.0,0,0.1,0
10373,36,0,3.0,0,0.02702702702702703,0
10374,49,0,0.0,0,0.02702702702702703,0
10375,31,0,2.0,0,0.02702702702702703,0
10376,46,0,0.0,0,0.02702702702702703,0
10378,31,0,2.0,0,0.02702702702702703,0
10380,66,0,0.0,0,0.02702702702702703,0
10381,38,0,1.0,0,0.1,0
10382,48,0,4.0,0,0.1,0
10383,43,0,2.0,0,0.02702702702702703,0
10386,65,0,0.0,0,0.1,0
10387,65,0,0.0,0,0.1,0
10389,46,0,0.0,0,0.02702702702702703,0
10392,61,0,0.0,0,0.02702702702702703,0
10393,55,0,0.0,0,0.02702702702702703,0
10394,63,0,0.0,0,0.3333333333333333,0
10395,29,0,0.0,0,0.02702702702702703,0
10396,28,0,0.0,0,0.1,0
10397,53,0,2.0,0,0.02702702702702703,0
10399,79,0,0.0,0,0.02702702702702703,0
10400,74,0,0.0,0,0.1,0
10401,45,0,2.0,0,0.02702702702702703,0
10402,44,0,0.0,0,0.1,0
10403,43,0,1.0,0,0.02702702702702703,0
10404,71,0,0.0,0,0.1,0
10408,68,0,0.0,0,0.02702702702702703,0
10409,48,0,1.0,0,0.1,0
10410,29,0,0.0,0,0.45121951219512196,0
10412,40,0,0.0,0,0.02702702702702703,0
10413,39,0,1.0,0,0.02702702702702703,0
10414,41,2,2.0,0,0.02702702702702703,1
10415,60,0,1.0,0,0.1,0
10416,41,0,2.0,0,0.02702702702702703,0
10417,58,0,0.0,1,0.02702702702702703,0
10419,73,0,1.0,0,0.1,0
10420,43,0,2.0,0,0.1,0
10421,46,0,0.0,0,0.45121951219512196,0
10422,31,0,0.0,0,0.02702702702702703,0
10423,30,0,2.0,0,0.43333333333333335,1
10424,42,0,1.0,0,0.1,0
10426,26,0,0.0,0,0.1,0
10427,73,0,0.0,0,0.02702702702702703,0
10428,89,0,0.0,0,0.02702702702702703,0
10431,28,0,3.0,0,0.02702702702702703,0
10432,31,0,2.0,0,0.02702702702702703,0
10433,63,0,0.0,0,0.02702702702702703,0
10435,32,1,2.0,2,0.1,0
10436,43,0,0.0,0,0.02702702702702703,0
10437,41,0,1.0,0,0.02702702702702703,0
10438,47,0,0.0,0,0.02702702702702703,0
10439,46,0,0.0,0,0.1,0
10440,69,0,0.0,0,0.1,0
10441,51,0,0.0,0,0.1,0
10442,78,0,0.0,0,0.1,0
10443,37,0,0.0,1,0.02702702702702703,0
10444,38,1,1.0,0,0.1,0
10445,51,0,0.0,0,0.1,0
10446,68,0,0.0,0,0.02702702702702703,0
10447,67,0,0.0,0,0.02702702702702703,0
10448,31,0,0.0,0,0.02702702702702703,0
10449,44,0,3.0,0,0.02702702702702703,0
10450,31,0,0.0,0,0.45121951219512196,0
10451,55,0,0.0,0,0.1,0
10452,76,0,0.0,0,0.1,0
10453,46,3,3.0,6,0.02702702702702703,1
10454,42,0,0.0,0,0.02702702702702703,0
10455,25,0,1.0,0,0.1,0
10456,67,0,0.0,0,0.1,0
10458,24,1,0.0,0,0.1,0
10459,43,0,3.0,0,0.1,0
10460,65,0,0.0,0,0.1,0
10462,65,0,0.0,0,0.02702702702702703,0
10463,34,1,1.0,1,0.1,0
10464,38,0,0.0,0,0.65,0
10465,47,0,2.0,1,0.02702702702702703,3
10466,60,0,0.0,0,0.02702702702702703,0
10467,43,0,2.0,0,0.1,0
10468,47,0,2.0,0,0.65,0
10469,53,0,1.0,0,0.02702702702702703,0
